chlorides,total_sulfur_dioxide,density,pH,alcohol,high_quality
0.042,130.0,0.9979,3.48,9.9,0
0.147,159.0,0.99434,3.14,10.0,0
0.028,168.0,0.99203,3.17,11.5,0
0.063,201.0,0.998,3.0,9.2,0
0.052,219.5,0.99316,3.15,10.0,0
0.063,201.0,0.998,3.0,9.2,0
0.051,210.0,0.99314,3.15,10.0,0
0.052,210.0,0.99316,3.15,10.0,0
0.042,133.0,0.99612,3.43,9.8,0
0.04,114.0,0.99295,3.36,10.5,0
0.043,181.0,0.99394,3.45,10.6,0
0.037,157.0,0.99642,3.28,9.4,0
0.037,157.0,0.99642,3.28,9.4,0
0.027,136.0,0.99248,3.38,11.0,1
0.027,141.0,0.99268,3.53,10.8,0
0.036,201.0,0.99954,3.3,9.0,0
0.031,194.0,0.99692,3.07,9.6,0
0.037,156.0,0.99592,3.19,10.6,0
0.037,156.0,0.99592,3.19,10.6,0
0.031,194.0,0.99692,3.07,9.6,0
0.045,147.0,0.99822,3.08,9.2,0
0.045,147.0,0.99822,3.08,9.2,0
0.053,71.0,0.99402,2.89,9.5,0
0.053,72.0,0.99404,2.89,9.5,0
0.039,184.0,0.99787,3.47,10.3,1
0.053,124.0,0.99347,3.08,8.8,0
0.041,161.0,0.99838,2.98,8.7,0
0.04,159.0,0.99839,2.98,8.7,0
0.038,128.0,0.99375,3.2,10.2,0
0.029,77.0,0.99155,3.25,10.1,0
0.049,118.0,0.9936,3.21,9.5,0
0.056,176.0,0.99434,3.1,9.5,0
0.022,174.0,0.9922,3.54,11.6,1
0.032,97.0,0.99571,3.13,10.7,0
0.043,142.0,0.99658,3.11,10.1,0
0.035,83.0,0.99076,3.32,11.1,1
0.071,117.0,0.99496,3.22,9.8,0
0.142,148.0,0.9937,3.08,9.0,0
0.035,83.0,0.99076,3.32,11.1,1
0.047,215.0,0.99542,3.19,9.5,0
0.052,143.0,0.99825,3.37,9.4,0
0.049,113.0,0.99289,3.24,10.2,0
0.041,216.5,0.99432,3.1,9.8,0
0.047,201.0,0.99523,3.19,9.5,0
0.047,215.0,0.99542,3.19,9.5,0
0.05,191.0,0.9959,3.17,9.0,0
0.045,204.0,0.99543,3.1,10.1,0
0.079,122.0,0.99662,3.02,8.8,0
0.034,122.0,0.99088,2.97,11.9,0
0.034,122.0,0.99088,2.97,11.9,0
0.074,174.0,0.99922,3.19,9.3,0
0.036,110.0,0.9966,3.33,10.0,0
0.075,201.0,0.99466,3.21,9.5,0
0.074,174.0,0.99922,3.19,9.3,0
0.054,139.0,0.99836,3.16,9.7,0
0.054,139.0,0.99836,3.16,9.7,0
0.043,155.0,0.99238,3.19,10.2,0
0.031,96.0,0.99645,3.11,10.8,0
0.046,133.0,1.0,3.27,8.8,0
0.046,133.0,1.0,3.27,8.8,0
0.039,175.0,0.99376,3.32,11.4,0
0.046,133.0,1.0,3.27,8.8,0
0.039,191.0,0.99513,3.14,9.8,0
0.045,119.0,0.99556,3.17,9.4,0
0.045,119.0,0.99556,3.17,9.4,0
0.054,174.0,0.99543,3.21,9.4,0
0.053,194.0,0.99886,3.2,9.4,0
0.044,212.0,0.99526,3.22,9.7,0
0.032,140.0,0.99166,3.35,12.3,1
0.045,178.0,0.99691,3.33,9.8,0
0.053,134.0,0.99732,3.12,9.0,0
0.045,203.0,0.99573,3.26,9.2,0
0.058,215.0,0.99656,3.19,9.4,0
0.043,67.0,0.99112,3.28,9.9,0
0.032,145.0,0.99214,3.07,9.8,0
0.029,148.0,0.99165,3.36,12.3,1
0.018,37.0,0.99004,3.02,11.9,1
0.038,170.0,0.99463,3.27,10.2,0
0.034,224.0,0.99683,3.14,9.5,0
0.018,37.0,0.99004,3.02,11.9,1
0.04,216.0,0.99596,3.24,9.2,0
0.054,174.0,0.99898,3.18,9.7,0
0.029,138.0,0.99114,3.36,11.5,1
0.121,162.0,0.99508,3.17,10.4,1
0.053,174.0,0.99306,3.22,11.6,0
0.054,174.0,0.99898,3.18,9.7,0
0.121,162.0,0.99508,3.17,10.4,1
0.029,138.0,0.99114,3.36,11.5,1
0.036,108.0,0.99342,3.27,10.2,0
0.037,109.0,0.99345,3.38,9.8,0
0.044,158.0,0.99772,3.24,9.0,0
0.036,163.0,0.99239,3.38,10.5,0
0.049,178.0,0.99502,3.16,9.4,0
0.049,178.0,0.99502,3.16,9.4,0
0.046,149.0,0.99479,3.21,10.8,0
0.043,95.0,0.99207,3.17,10.7,1
0.029,162.0,0.99497,3.08,10.6,0
0.046,110.0,0.99828,3.15,9.2,0
0.032,142.0,0.99542,3.28,9.5,0
0.032,142.0,0.99542,3.28,9.5,0
0.028,111.0,0.99228,3.41,10.0,0
0.03,177.0,0.99706,3.13,10.6,0
0.029,162.0,0.99497,3.08,10.6,0
0.029,166.0,0.99669,3.13,10.6,0
0.046,110.0,0.99828,3.15,9.2,0
0.036,117.0,0.99269,3.24,11.0,0
0.041,159.0,0.99196,3.25,11.2,0
0.046,175.0,0.99662,3.32,9.6,0
0.052,128.0,0.99475,3.21,9.4,0
0.045,209.0,0.99544,3.2,9.5,0
0.052,188.0,0.99944,3.09,9.3,0
0.052,128.0,0.99475,3.21,9.4,0
0.045,209.0,0.99544,3.2,9.5,0
0.046,110.0,0.9966,3.07,9.4,0
0.043,146.0,0.99066,3.13,11.2,1
0.043,150.0,0.9907,3.14,11.2,1
0.043,146.0,0.99066,3.13,11.2,1
0.033,170.0,0.998,3.0,8.8,0
0.043,150.0,0.9907,3.14,11.2,1
0.043,146.0,0.99066,3.13,11.2,1
0.079,137.0,0.99307,3.2,9.4,0
0.03,103.0,0.99106,3.06,11.1,0
0.052,131.0,0.99696,3.08,9.6,0
0.03,103.0,0.99106,3.06,11.1,0
0.079,137.0,0.99307,3.2,9.4,0
0.037,160.0,0.99167,2.95,10.6,0
0.048,240.0,0.99902,3.13,8.9,0
0.021,80.0,0.98992,3.15,12.3,1
0.028,132.0,0.99182,3.34,11.4,0
0.043,207.0,0.99556,3.16,9.6,0
0.034,135.0,0.99582,3.33,10.3,0
0.028,132.0,0.99182,3.34,11.4,0
0.032,80.0,0.98972,3.23,12.1,0
0.026,56.0,0.99352,3.46,9.9,0
0.035,185.0,0.9946,3.15,9.7,0
0.043,154.0,0.99273,3.18,10.5,0
0.038,182.0,0.99628,3.04,8.9,0
0.039,227.0,0.99582,3.18,9.4,0
0.037,206.0,0.99553,3.18,9.6,0
0.014,104.0,0.98914,3.4,12.6,1
0.156,106.0,0.99354,3.1,9.2,0
0.053,174.0,0.99976,3.2,10.4,0
0.062,171.0,0.99808,3.0,9.0,1
0.062,171.0,0.99808,3.0,9.0,1
0.062,171.0,0.99808,3.0,9.0,1
0.062,171.0,0.99808,3.0,9.0,1
0.062,171.0,0.99808,3.0,9.0,1
0.062,171.0,0.99808,3.0,9.0,1
0.039,89.0,0.9919,3.22,9.2,0
0.062,171.0,0.99808,3.0,9.0,1
0.068,154.0,0.99499,3.2,9.7,0
0.05,132.0,0.99655,3.34,10.1,0
0.059,152.0,0.99615,3.46,11.0,1
0.038,144.0,0.99296,3.2,10.8,0
0.048,147.0,0.99482,3.22,10.8,0
0.028,107.0,0.99079,3.48,13.5,1
0.042,167.0,0.99366,3.24,10.6,0
0.046,208.0,0.99434,3.23,9.8,0
0.023,115.0,0.98958,3.18,11.7,0
0.046,208.0,0.99434,3.23,9.8,0
0.034,185.0,0.99938,3.34,9.0,0
0.042,132.0,0.99059,3.18,11.3,1
0.031,185.0,0.99835,3.31,9.4,0
0.023,115.0,0.98958,3.18,11.7,0
0.025,107.0,0.99159,3.31,11.3,1
0.025,107.0,0.99159,3.31,11.3,1
0.019,28.0,0.98931,3.2,12.0,0
0.028,157.0,0.9938,3.48,10.6,0
0.024,202.0,0.99558,3.13,10.8,0
0.024,209.0,0.99563,3.12,10.8,0
0.019,28.0,0.98931,3.2,12.0,0
0.053,177.0,0.99691,3.18,9.4,0
0.038,219.0,0.9959,3.19,9.4,0
0.025,107.0,0.99159,3.31,11.3,1
0.05,140.0,0.99628,3.07,9.4,0
0.021,80.0,0.99076,3.39,12.0,0
0.039,129.0,0.99678,3.28,10.3,1
0.039,129.0,0.99678,3.28,10.3,1
0.039,129.0,0.99678,3.28,10.3,1
0.026,126.0,0.99089,3.22,11.3,1
0.063,150.0,0.99537,3.1,9.4,0
0.041,144.0,1.0002,3.14,8.7,0
0.05,140.0,0.99628,3.07,9.4,0
0.026,126.0,0.99089,3.22,11.3,1
0.039,129.0,0.99678,3.28,10.3,1
0.021,80.0,0.99076,3.39,12.0,0
0.033,159.0,0.99332,3.34,8.0,0
0.033,136.0,0.99316,3.44,10.4,1
0.029,128.0,0.99272,3.37,10.7,1
0.03,219.0,0.99636,3.47,10.2,0
0.044,197.0,0.99202,3.56,10.9,0
0.027,109.0,0.99148,3.3,10.5,0
0.012,100.0,0.99064,3.26,11.7,1
0.065,186.0,0.99884,3.13,8.6,0
0.034,174.0,0.99773,3.2,9.0,0
0.044,191.0,1.00013,2.96,8.7,0
0.062,87.0,0.98974,3.1,12.8,0
0.034,174.0,0.99773,3.2,9.0,0
0.044,191.0,1.00013,2.96,8.7,0
0.023,104.0,0.99112,3.28,11.8,0
0.034,84.0,0.99136,3.05,11.6,0
0.028,89.0,0.99132,3.14,11.8,0
0.042,158.0,0.99642,3.24,10.6,0
0.066,91.0,0.99488,3.17,9.7,0
0.047,151.0,0.99527,3.22,10.3,0
0.119,178.0,0.99578,3.15,10.2,0
0.048,113.0,0.99352,3.33,10.1,1
0.046,71.0,0.99199,3.7,10.9,1
0.037,127.0,0.99198,3.24,9.3,0
0.057,144.0,0.99756,3.33,10.2,0
0.119,178.0,0.99578,3.15,10.2,0
0.066,162.0,0.99561,3.11,9.5,0
0.069,146.0,0.99347,3.18,9.3,0
0.018,80.0,0.98936,3.06,12.9,1
0.042,148.0,0.99786,3.14,8.7,0
0.081,303.0,0.99705,3.4,9.4,0
0.034,204.0,0.9942,3.23,10.1,0
0.039,196.0,0.9948,3.19,10.0,0
0.05,129.0,0.99116,3.27,11.1,1
0.052,158.0,0.99688,3.26,10.3,1
0.033,73.0,0.98974,3.24,12.2,0
0.067,156.0,0.99542,3.11,9.3,0
0.041,178.0,0.99154,3.19,11.3,0
0.043,110.0,0.99118,3.04,10.8,0
0.033,86.0,0.99044,2.98,11.2,1
0.03,91.0,0.9914,3.32,12.5,1
0.05,122.0,0.9979,3.39,9.3,0
0.03,142.0,0.98892,3.4,12.9,1
0.039,131.0,0.99114,3.2,11.2,1
0.039,120.0,0.99188,3.0,12.6,0
0.046,179.0,0.99583,3.2,9.3,0
0.03,142.0,0.98892,3.4,12.9,1
0.03,142.0,0.98892,3.41,12.9,1
0.049,120.0,0.99704,3.2,9.5,1
0.037,24.0,0.9911,3.19,11.9,0
0.032,120.0,0.99334,2.93,10.3,1
0.033,120.0,0.99334,2.92,10.3,1
0.031,93.0,0.99094,3.06,11.2,0
0.03,150.0,0.99014,3.18,12.0,0
0.042,144.0,0.99304,3.13,9.6,0
0.041,110.0,0.99652,3.2,9.2,0
0.029,119.0,0.98944,3.03,12.9,0
0.061,149.0,0.99772,2.99,9.3,0
0.03,136.0,0.99367,3.1,12.1,0
0.042,144.0,0.99304,3.13,9.6,0
0.026,128.0,0.99183,3.37,11.2,0
0.029,98.0,0.99126,3.11,11.2,1
0.029,119.0,0.98944,3.03,12.9,0
0.042,187.0,0.99577,3.21,9.2,0
0.061,149.0,0.99772,2.99,9.3,0
0.041,110.0,0.99652,3.2,9.2,0
0.041,124.0,0.99428,3.18,9.3,0
0.03,108.0,0.99388,3.2,10.7,0
0.024,166.0,0.99208,3.05,9.8,0
0.036,143.0,0.99256,3.3,10.3,0
0.03,108.0,0.99388,3.2,10.7,0
0.025,121.0,0.9925,3.28,11.3,0
0.048,182.0,0.99904,3.02,8.8,0
0.043,104.0,0.99216,3.18,10.8,0
0.024,166.0,0.99208,3.05,9.8,0
0.041,124.0,0.99428,3.18,9.3,0
0.027,72.0,0.99165,3.26,11.5,1
0.038,133.0,0.99924,3.26,8.8,0
0.038,133.0,0.99924,3.26,8.8,0
0.038,133.0,0.99924,3.26,8.8,0
0.17,201.0,0.9956,3.19,9.4,0
0.171,200.0,0.99562,3.19,9.4,0
0.045,209.0,0.9972,3.16,9.6,0
0.038,133.0,0.99924,3.26,8.8,0
0.044,189.0,0.9958,3.22,9.3,0
0.044,184.0,0.99976,3.22,8.9,0
0.044,184.0,0.99976,3.22,8.9,0
0.049,155.0,0.99296,3.74,10.0,0
0.045,182.0,0.9957,3.24,9.1,0
0.044,189.0,0.9958,3.22,9.3,0
0.043,188.0,0.99579,3.2,9.4,0
0.04,179.0,0.99541,3.14,10.1,0
0.044,184.0,0.99976,3.22,8.9,0
0.046,143.0,0.99518,3.2,10.8,0
0.028,69.0,0.99168,3.24,10.0,0
0.029,160.0,0.99276,3.03,10.9,0
0.027,92.0,0.99085,3.15,12.0,1
0.043,171.0,0.99873,2.99,9.3,0
0.03,101.0,0.99172,3.22,12.3,1
0.038,129.0,0.99312,3.45,10.4,0
0.029,160.0,0.99276,3.03,10.9,0
0.045,153.0,0.9972,3.22,10.5,0
0.036,91.0,0.99278,3.41,9.8,0
0.041,121.0,0.99092,3.06,10.5,0
0.051,213.0,0.9962,3.16,9.9,0
0.035,79.0,0.99053,3.27,11.4,1
0.06,190.0,0.99858,3.18,9.2,0
0.051,173.0,0.9984,3.09,9.7,0
0.049,135.0,0.99335,3.09,10.0,0
0.035,79.0,0.99053,3.27,11.4,1
0.048,141.0,0.9949,3.13,10.3,0
0.051,213.0,0.9962,3.16,9.9,0
0.041,121.0,0.99092,3.06,10.5,0
0.047,95.0,0.99532,3.16,9.8,1
0.067,131.0,0.99727,3.19,9.3,0
0.034,100.0,0.99026,3.08,12.4,1
0.048,145.0,0.99668,3.16,9.3,0
0.067,131.0,0.99727,3.19,9.3,0
0.048,165.0,0.9952,3.26,9.5,0
0.034,45.0,0.99144,3.08,10.5,0
0.034,45.0,0.99144,3.08,10.5,0
0.032,99.0,0.99015,3.26,12.8,1
0.045,142.0,0.9914,2.99,10.8,0
0.057,127.0,0.99693,3.1,10.0,0
0.045,170.0,0.99035,3.38,11.8,1
0.057,127.0,0.99693,3.1,10.0,0
0.045,170.0,0.99035,3.38,11.8,1
0.036,108.0,0.99006,3.19,12.0,0
0.025,138.0,0.99126,3.18,12.6,0
0.026,70.0,0.98994,3.37,11.9,1
0.027,28.0,0.98985,3.13,10.6,0
0.082,240.0,0.9971,3.42,9.2,0
0.059,240.0,0.99882,3.17,10.0,0
0.038,97.0,0.99477,3.36,9.2,0
0.039,103.0,0.99478,3.36,9.3,0
0.055,144.0,0.99576,3.24,10.2,0
0.054,148.0,0.99578,3.25,10.2,0
0.06,154.0,0.99354,3.14,8.7,0
0.05,163.0,0.99244,3.24,10.7,0
0.048,119.0,0.99084,3.18,12.1,0
0.05,152.0,0.99612,3.12,9.5,0
0.028,118.0,0.99356,3.18,11.2,0
0.034,95.0,0.98952,2.93,12.0,0
0.05,152.0,0.99612,3.12,9.5,0
0.048,119.0,0.99084,3.18,12.1,0
0.05,163.0,0.99244,3.24,10.7,0
0.048,228.0,0.99955,3.26,8.8,1
0.052,135.0,0.99374,3.8,10.8,0
0.026,138.0,0.9892,3.31,13.1,1
0.035,93.0,0.99144,3.08,12.5,1
0.045,131.0,0.99352,3.09,11.7,1
0.045,131.0,0.99352,3.09,11.7,1
0.045,135.0,0.9935,3.09,11.6,1
0.043,111.0,0.99237,3.29,11.3,0
0.035,93.0,0.99144,3.08,12.5,1
0.025,103.0,0.99022,3.11,11.4,0
0.036,117.0,0.99032,3.4,12.2,0
0.074,160.0,1.03898,3.39,11.7,0
0.053,211.0,0.99587,3.31,10.4,0
0.053,211.0,0.99587,3.31,10.4,0
0.053,211.0,0.99587,3.31,10.4,0
0.083,157.0,0.99976,3.17,9.1,0
0.034,70.0,0.99354,3.05,12.2,0
0.083,157.0,0.99976,3.17,9.1,0
0.066,176.0,0.99552,3.12,9.4,0
0.065,178.0,0.99552,3.11,9.4,0
0.053,211.0,0.99587,3.31,10.4,0
0.047,189.0,0.99604,3.22,9.2,0
0.046,183.0,0.99584,3.2,9.4,0
0.033,107.0,0.98894,3.22,13.5,1
0.053,151.0,0.9963,3.07,9.4,0
0.028,83.0,0.993,3.13,10.9,1
0.033,107.0,0.98894,3.22,13.5,1
0.053,151.0,0.9963,3.07,9.4,0
0.036,114.0,0.99068,3.19,11.4,1
0.036,125.0,0.98964,3.19,12.4,1
0.047,189.0,0.99604,3.22,9.2,0
0.046,183.0,0.99584,3.2,9.4,0
0.038,79.0,0.9923,3.3,10.5,0
0.031,99.0,0.99437,3.26,11.5,1
0.028,83.0,0.993,3.13,10.9,1
0.04,123.0,0.99238,3.34,10.8,0
0.038,148.0,0.99801,3.03,8.9,0
0.039,151.0,0.99802,3.03,8.9,0
0.042,184.0,0.99566,3.2,9.4,0
0.049,153.0,0.99067,3.44,12.2,1
0.025,100.0,0.99066,2.99,12.1,1
0.03,128.0,0.9929,3.17,10.9,0
0.026,109.0,0.9934,3.34,10.1,0
0.049,153.0,0.99067,3.44,12.2,1
0.032,71.0,0.98912,3.31,13.0,1
0.038,72.0,0.99066,3.23,11.0,0
0.052,126.0,0.99228,3.19,10.8,0
0.032,71.0,0.98912,3.31,13.0,1
0.052,148.0,0.9958,2.91,9.3,0
0.042,123.0,0.99052,3.44,11.4,0
0.152,120.0,0.99312,2.99,9.2,0
0.056,241.0,0.9968,3.5,9.9,0
0.044,150.0,0.99502,3.22,10.5,0
0.04,56.0,0.99084,3.06,12.4,0
0.047,172.0,0.99573,3.18,9.5,0
0.048,161.0,0.99256,3.16,10.5,0
0.053,196.0,0.9959,3.23,9.1,0
0.034,138.0,0.99084,3.38,11.5,1
0.034,138.0,0.99084,3.38,11.5,1
0.044,170.0,0.99644,3.17,11.2,0
0.05,140.0,0.99526,3.22,10.8,0
0.064,186.0,0.9954,3.12,9.4,0
0.031,73.0,0.99095,3.17,11.0,0
0.048,112.0,0.99188,3.21,11.3,1
0.041,117.0,0.9909,3.28,11.2,0
0.048,161.0,0.99256,3.16,10.5,0
0.053,196.0,0.9959,3.23,9.1,0
0.05,154.0,0.99581,3.21,10.4,0
0.033,82.0,0.99132,3.1,11.2,1
0.034,89.0,0.98936,3.14,11.1,1
0.036,92.0,0.99136,3.18,11.2,0
0.036,98.0,0.99142,3.29,10.5,0
0.047,92.0,0.99232,3.2,10.0,0
0.046,90.0,0.99232,3.2,10.0,0
0.049,97.0,0.993,3.1,10.9,0
0.028,87.0,0.99311,3.15,10.9,1
0.033,82.0,0.99132,3.1,11.2,1
0.035,86.0,0.98993,3.5,11.7,0
0.033,144.0,0.99208,3.16,10.0,0
0.169,210.0,0.99776,3.02,9.5,0
0.053,136.0,0.99839,3.03,9.0,0
0.052,86.0,0.99574,3.04,10.0,0
0.041,154.0,0.99093,3.08,11.9,0
0.028,101.0,0.99156,3.57,10.6,0
0.047,101.0,0.99278,3.15,11.0,0
0.027,143.0,0.9924,3.25,11.2,1
0.034,129.0,0.98984,3.51,12.0,1
0.027,96.0,0.99035,3.24,12.6,1
0.027,143.0,0.9924,3.25,11.2,1
0.034,113.0,0.99165,3.24,10.5,0
0.037,144.0,0.9923,3.11,10.2,0
0.047,101.0,0.99278,3.15,11.0,0
0.028,90.0,0.99008,3.57,12.2,0
0.036,76.0,0.98964,3.18,12.3,0
0.028,101.0,0.99156,3.57,10.6,0
0.032,115.0,0.9909,3.36,10.4,0
0.034,129.0,0.98984,3.51,12.0,1
0.021,121.0,0.9889,3.15,12.7,1
0.018,128.0,0.99178,3.05,10.6,0
0.028,108.0,0.99076,3.14,12.3,0
0.021,121.0,0.9889,3.15,12.7,1
0.037,84.0,0.99046,3.09,11.4,0
0.029,161.0,0.98999,3.65,12.0,1
0.045,95.0,0.98946,3.23,12.4,1
0.03,121.0,0.98976,3.24,12.1,1
0.037,84.0,0.99046,3.09,11.4,0
0.04,135.0,0.99672,3.21,10.7,0
0.045,162.0,0.99482,2.97,9.3,0
0.027,138.0,0.98945,3.37,12.7,0
0.029,88.0,0.98883,3.18,11.7,0
0.039,64.0,0.99362,2.93,10.7,0
0.033,94.0,0.99075,2.99,11.8,1
0.039,125.0,0.99436,3.2,9.9,0
0.047,81.0,0.98988,3.23,13.4,1
0.032,114.0,0.99158,3.12,12.8,1
0.033,87.0,0.99265,3.15,12.8,0
0.042,101.0,0.99195,3.13,10.5,0
0.032,84.0,0.99168,3.31,11.5,0
0.04,25.0,0.9918,3.04,10.5,0
0.032,132.0,0.99313,2.95,13.0,0
0.035,138.0,0.9895,3.19,12.4,1
0.041,148.0,0.9932,3.16,10.2,0
0.054,234.0,0.99848,3.23,9.0,0
0.038,153.0,0.9909,3.33,12.0,1
0.044,68.0,0.99014,3.15,11.7,1
0.054,180.0,0.9952,3.58,10.0,0
0.055,218.0,0.99652,3.37,10.3,0
0.054,234.0,0.99848,3.23,9.0,0
0.032,78.0,0.99104,2.99,11.1,0
0.05,150.0,0.99772,3.31,9.0,0
0.031,97.0,0.9922,3.4,10.5,0
0.028,92.0,0.99076,3.27,11.9,1
0.036,155.0,0.99622,3.27,9.4,0
0.035,81.0,0.9902,3.31,11.4,0
0.034,114.0,0.99114,3.31,10.8,1
0.073,157.0,0.9938,3.1,9.8,0
0.047,183.0,0.99594,3.2,9.3,0
0.035,81.0,0.9902,3.31,11.4,0
0.031,73.0,0.99035,3.24,11.3,0
0.031,73.0,0.99032,3.23,11.3,0
0.031,170.0,0.99558,3.22,9.5,0
0.036,155.0,0.99622,3.27,9.4,0
0.028,92.0,0.99076,3.27,11.9,1
0.046,199.0,0.99413,3.03,9.3,0
0.041,81.0,0.99043,3.03,11.4,0
0.041,81.0,0.99043,3.03,11.4,0
0.053,128.0,0.98982,3.22,12.7,0
0.033,118.0,0.98934,3.2,13.5,1
0.019,65.0,0.9902,3.06,11.2,0
0.038,118.0,0.99449,3.19,10.7,0
0.032,92.0,0.99629,3.01,10.8,0
0.054,202.0,0.9948,3.46,10.5,0
0.014,137.0,0.98984,3.13,13.0,1
0.029,131.0,0.99326,3.08,10.8,0
0.046,118.0,0.99834,3.05,9.1,0
0.038,196.0,0.99555,3.1,10.1,0
0.028,59.0,0.98975,3.3,11.9,1
0.036,140.0,0.99216,2.98,12.0,1
0.036,140.0,0.99216,2.98,12.0,1
0.046,118.0,0.99834,3.05,9.1,0
0.041,147.0,0.9901,3.22,11.6,1
0.028,59.0,0.98975,3.3,11.9,1
0.038,192.0,0.99573,3.14,10.2,0
0.029,131.0,0.99326,3.08,10.8,0
0.028,66.0,0.99215,3.3,9.8,0
0.023,89.0,0.98993,2.95,11.4,0
0.03,68.0,0.99218,3.3,9.8,0
0.038,196.0,0.99555,3.1,10.1,0
0.039,98.0,0.99564,3.19,9.8,1
0.039,98.0,0.99564,3.19,9.8,1
0.036,128.0,0.99397,3.21,10.7,0
0.022,111.0,0.99576,3.11,10.6,0
0.037,173.0,0.99601,3.17,9.3,0
0.039,98.0,0.99564,3.19,9.8,1
0.036,128.0,0.99397,3.21,10.7,0
0.016,150.0,0.98713,3.33,14.0,1
0.026,107.0,0.99308,3.36,11.0,0
0.026,107.0,0.99308,3.36,11.0,0
0.049,182.0,0.99582,3.21,9.4,0
0.078,139.0,0.99494,3.1,9.0,0
0.042,108.0,0.9929,3.08,9.0,0
0.044,101.0,0.99471,3.37,10.0,0
0.041,109.0,0.9929,3.08,9.0,0
0.042,108.0,0.9929,3.08,9.0,0
0.036,79.0,0.99037,3.29,12.4,1
0.042,123.0,0.99304,3.14,11.3,0
0.034,86.0,0.99026,2.8,12.0,0
0.031,94.0,0.98986,3.01,11.7,0
0.044,101.0,0.99471,3.37,10.0,0
0.016,90.0,0.98951,2.84,13.2,1
0.04,114.0,0.99634,3.07,11.0,1
0.03,114.0,0.99368,3.22,11.0,0
0.112,94.0,0.99792,3.02,9.2,0
0.021,113.0,0.99026,3.08,13.0,1
0.044,128.0,0.99362,3.77,10.6,0
0.021,119.0,0.98919,3.55,13.0,1
0.051,118.0,0.99835,3.04,9.0,0
0.051,118.0,0.99835,3.04,9.0,0
0.021,148.0,0.99038,2.93,11.5,0
0.025,76.0,0.99104,3.11,11.0,0
0.021,148.0,0.99038,2.93,11.5,0
0.05,112.0,0.99286,3.11,9.9,0
0.039,128.0,0.99296,3.12,10.4,0
0.051,118.0,0.99835,3.04,9.0,0
0.056,110.0,0.9954,3.06,9.9,0
0.045,162.0,0.9914,3.07,11.0,0
0.026,124.0,0.99286,3.18,12.1,0
0.044,131.0,0.99604,2.96,9.7,0
0.044,131.0,0.99604,2.96,9.7,0
0.034,123.0,0.99119,2.99,12.2,1
0.016,113.0,0.99007,3.15,12.4,1
0.033,97.0,0.99507,3.03,10.5,1
0.05,213.0,0.99596,3.28,10.4,0
0.029,180.0,0.99011,3.15,12.0,0
0.037,28.0,0.99184,3.07,12.7,0
0.039,115.0,0.99469,3.11,10.9,1
0.039,115.0,0.99469,3.11,10.9,1
0.039,113.0,0.99406,3.11,10.9,1
0.034,103.0,0.99305,3.15,11.4,1
0.036,184.0,0.99096,3.22,11.0,0
0.032,178.0,0.98956,3.45,12.6,1
0.034,152.0,0.9921,3.29,11.6,1
0.038,130.0,0.99496,3.11,10.5,1
0.039,113.0,0.99406,3.11,10.9,1
0.039,113.0,0.99406,3.11,10.9,1
0.037,119.0,0.9888,3.03,12.5,0
0.034,111.0,0.98942,3.11,12.1,1
0.035,158.0,0.99082,3.02,11.3,0
0.025,112.0,0.98802,3.07,13.3,1
0.039,113.0,0.99406,3.11,10.9,1
0.039,115.0,0.99469,3.11,10.9,1
0.038,130.0,0.99496,3.11,10.5,1
0.034,152.0,0.9921,3.29,11.6,1
0.034,103.0,0.99305,3.15,11.4,1
0.034,111.0,0.99074,3.16,11.0,0
0.037,156.0,0.98968,3.08,12.1,0
0.036,184.0,0.99096,3.22,11.0,0
0.032,178.0,0.98956,3.45,12.6,1
0.03,173.0,0.9887,3.36,13.0,1
0.054,221.0,0.99941,2.94,8.8,0
0.061,218.0,0.99388,3.16,9.5,0
0.029,105.0,0.99206,3.2,11.8,0
0.026,93.0,0.99035,3.14,12.2,0
0.042,105.0,0.99581,3.05,10.7,0
0.04,67.0,0.9976,3.07,11.0,0
0.02,104.0,0.99362,2.99,11.4,0
0.042,105.0,0.99581,3.05,10.7,0
0.035,135.0,0.99016,3.09,12.0,0
0.037,121.0,0.99176,3.02,11.9,1
0.02,104.0,0.99362,2.99,11.4,0
0.029,46.0,0.99439,3.02,11.8,0
0.046,88.0,0.99458,3.34,10.6,0
0.05,133.0,0.99418,3.06,9.7,0
0.04,67.0,0.9976,3.07,11.0,0
0.042,105.0,0.99581,3.05,10.7,0
0.045,152.0,0.99178,3.76,11.0,1
0.024,118.0,0.99456,2.99,10.5,0
0.035,150.0,0.99578,3.1,10.4,0
0.05,138.0,0.99546,3.2,10.5,0
0.024,142.0,0.99518,3.12,12.0,1
0.024,142.0,0.99518,3.12,12.0,1
0.042,124.0,0.99646,3.22,9.2,0
0.036,92.0,0.99264,3.37,10.9,0
0.045,185.0,0.99578,3.15,9.5,0
0.042,156.0,0.99604,3.15,9.4,0
0.026,85.0,0.99014,3.13,11.3,1
0.054,189.0,0.99489,3.42,10.4,0
0.037,170.0,0.99884,3.26,9.4,0
0.027,104.0,0.99054,3.02,11.3,0
0.044,196.0,0.99782,3.14,8.8,0
0.045,130.0,0.99519,3.2,10.8,0
0.037,173.0,0.99882,3.25,9.4,0
0.037,170.0,0.99884,3.26,9.4,0
0.154,114.0,0.9931,2.95,9.2,0
0.044,144.0,0.99666,3.12,10.3,0
0.034,99.0,0.99324,3.09,9.9,0
